OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
GQ377760.1.1201	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured bacterium
GQ377770.1.1246	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	uncultured bacterium
GQ377772.1.1269	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	uncultured bacterium
GQ377774.1.1244	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola	uncultured bacterium
GQ377775.1.1249	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured bacterium
GQ377776.1.1254	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured bacterium
GQ377792.1.1261	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	uncultured bacterium
GQ377828.1.1263	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417 marine group	uncultured bacterium
GQ377836.1.1279	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
GQ379551.1.1224	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	uncultured bacterium
GQ379590.1.1240	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured bacterium
GQ379614.1.1202	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	uncultured bacterium
GQ385284.1.1439	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured bacterium
GQ386820.1.1412	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium swingsii
GQ388801.1.1498	Bacteria	Proteobacteria	ARKICE-90	uncultured bacterium	NA	NA	NA
GQ388849.1.1447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ferrovibrio	uncultured bacterium
GQ388914.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
GQ389035.1.1506	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	uncultured bacterium
GQ389093.1.1455	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	NA
GQ389123.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	uncultured	uncultured bacterium
GQ389158.1.1501	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Candidatus Accumulibacter	uncultured bacterium
GQ389162.1.1482	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	NA
GQ389194.1.1489	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	uncultured bacterium
GQ389202.1.1509	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	uncultured	uncultured bacterium
GQ389788.1.1440	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	bacterium N61
GQ396846.1.1519	Bacteria	Acidobacteria	Subgroup 6	uncultured bacterium	NA	NA	NA
GQ396851.1.1513	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
GQ396876.1.1520	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
GQ396879.1.1482	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured bacterium	NA
GQ396902.1.1492	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
GQ397009.1.1534	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	uncultured bacterium
GQ397010.1.1471	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	uncultured bacterium
GQ397014.1.1469	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	uncultured bacterium
GQ397066.1.1471	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	NA	NA	NA
GQ398416.1.1508	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	uncultured bacterium
GQ398429.1.1519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured bacterium
GQ402656.1.1405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
GQ402756.1.1431	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	uncultured bacterium
GQ406577.1.1428	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. PaD1.09
GQ406592.1.1399	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus	Pseudoalteromonadaceae bacterium PaD1.20b
GQ406773.1.1418	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. PaH3.09
GQ410786.1.906	Archaea	Thaumarchaeota	Group C3	uncultured archaeon	NA	NA	NA
GQ411499.1.1484	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	Methylophilus methylotrophus
GQ433925.1.1463	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured bacterium	NA	NA	NA
GQ441198.1.1446	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyII	Rivularia	uncultured bacterium
GQ441215.1.1445	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
GQ441216.1.1446	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Lyngbya	uncultured bacterium
GQ441288.1.1452	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	uncultured bacterium
GQ441343.1.1453	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
GQ441354.1.1459	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
GQ441355.1.1443	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
GQ451197.1.1466	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	uncultured bacterium
GQ452881.1.1480	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	uncultured actinobacterium	NA
GQ452887.1.1498	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	uncultured Verrucomicrobia bacterium	NA
GQ452903.1.1512	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	uncultured Verrucomicrobia bacterium	NA
GQ452905.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured gamma proteobacterium
GQ458247.1.1472	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	uncultured bacterium
GQ461611.1.1350	Bacteria	Latescibacteria	Latescibacteria Incertae Sedis	Unknown Order	Unknown Family	Candidatus Latescibacter	uncultured bacterium
GQ472311.1.1586	Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage	uncultured bacterium	NA	NA
GQ472368.1.1516	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	uncultured bacterium
GQ472428.1.1440	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured bacterium
GQ472434.1.1526	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	H16	uncultured bacterium
GQ472783.1.1486	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
GQ472788.1.1582	Bacteria	Saccharibacteria	uncultured bacterium	NA	NA	NA	NA
GQ472809.1.1503	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus	uncultured Verrucomicrobia bacterium
GQ472810.1.1497	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured gamma proteobacterium
GQ472824.1.1483	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquibacter	uncultured Bacteroidetes bacterium
GQ472827.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	CrystalBog021C3	uncultured gamma proteobacterium	NA
GQ472959.1.1236	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured bacterium
GQ478193.1.1421	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. LGS-1
GQ480105.1.1505	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	uncultured bacterium
GQ487944.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
GQ487946.1.1448	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
GQ487960.1.1499	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	uncultured bacterium
GQ497248.1.1459	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. F2-2
GQ497937.1.1272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia brevitalea
GQ500717.1.1494	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter	uncultured bacterium
GQ500729.1.1524	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	H16	uncultured bacterium
GQ500799.1.1497	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	uncultured bacterium
GQ500807.1.1429	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Woodsholea	uncultured bacterium
GQ500845.1.1425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured bacterium
GQ500878.1.1491	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	uncultured bacterium
GQ504718.1.1501	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus pauculus
GQ844344.1.1514	Bacteria	Hydrogenedentes	uncultured bacterium	NA	NA	NA	NA
GQ848373.1.914	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
GQ848387.1.916	Archaea	Marine Benthic Group E	uncultured archaeon	NA	NA	NA	NA
GQ848463.1.1510	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	uncultured bacterium
GQ848480.1.1482	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maritimimonas	uncultured bacterium
GQ849284.1.1214	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingomonas sp. PO301
GQ849297.1.1263	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. FI401
GQ850546.1.1428	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	uncultured alpha proteobacterium
GQ850553.1.1521	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	H16	uncultured delta proteobacterium
GQ850567.1.1517	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	uncultured Chlamydiae bacterium
GQ850568.1.1507	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus	uncultured Verrucomicrobia bacterium
GQ850574.1.1482	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured actinobacterium	NA	NA
GQ850579.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured	uncultured gamma proteobacterium
GQ853555.1.1569	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	Loripes lacteus gill symbiont
GQ857650.1.1402	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella gaetbulicola
GQ866080.1.1497	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	uncultured bacterium
GQ867348.1.1493	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	uncultured bacterium
GQ867394.1.1504	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	uncultured bacterium
GQ867398.1.1492	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured bacterium
GQ867399.1.1492	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured bacterium
GQ867411.1.1431	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	uncultured bacterium
GQ867419.1.1469	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum	uncultured bacterium
GQ867460.1.1494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	uncultured bacterium
GQ867491.1.1456	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured bacterium
GQ867570.1.1473	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured bacterium
GQ870455.1.1457	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	uncultured Rickettsiaceae bacterium
GQ871713.1.1490	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured bacterium
GQ871730.1.1506	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured bacterium
GQ872421.1.1387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella sp. M2-2
GQ872422.1.1463	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	Simiduia areninigrae
GQ889461.1.1325	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Gemmata sp. Ha1-1
GQ903341.1.1488	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured	uncultured bacterium
GQ903346.1.1463	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	OCS116 clade	uncultured bacterium	NA
GQ903350.1.1506	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	uncultured bacterium
GQ903353.1.1507	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	uncultured	uncultured bacterium
GQ903356.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	endosymbionts	uncultured bacterium
GQ903359.1.1550	Bacteria	Verrucomicrobia	WCHB1-41	uncultured bacterium	NA	NA	NA
GQ903360.1.1510	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus	uncultured bacterium
GQ903362.1.1447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sedimentitalea	uncultured bacterium
GQ903367.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Marine Methylotrophic Group 3	uncultured bacterium
GQ903368.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
GQ906610.1.914	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
GQ906613.1.915	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	uncultured archaeon	NA
GQ906616.1.914	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
GQ906617.1.914	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Group II	uncultured archaeon	NA
GQ906623.1.914	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
GQ906772.1.1491	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Pseudomonas fluorescens
GQ920839.1.1486	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	Marinimicrobium haloxylanilyticum
GQ921395.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	uncultured bacterium
GQ921400.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	uncultured bacterium
GQ921469.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured bacterium
GQ921956.1.1378	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. C1A3
GQ924937.1.1410	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium arupense
GQ926180.1.912	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
GQ926256.1.909	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
GQ926313.1.914	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
GQ926866.1.1508	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured Rickettsiales bacterium	NA
GQ926867.1.1543	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	uncultured Alteromonadales bacterium
GQ926868.1.1538	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	uncultured Oceanospirillales bacterium
GQ926871.1.1619	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleispira	uncultured Oceanospirillales bacterium
GQ926878.1.1541	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	uncultured Oceanospirillales bacterium
GQ927571.1.913	Archaea	Thaumarchaeota	Marine Benthic Group A	uncultured archaeon	NA	NA	NA
GQ927588.1.913	Archaea	Bathyarchaeota	uncultured archaeon	NA	NA	NA	NA
GQ984331.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured gamma proteobacterium	NA
GQ984334.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured gamma proteobacterium
GQ984340.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured gamma proteobacterium
GQ984355.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	uncultured gamma proteobacterium
GQ984359.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured gamma proteobacterium
GQ994272.1.928	Archaea	Bathyarchaeota	uncultured archaeon	NA	NA	NA	NA
GQ994288.1.939	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
GQ994350.1.933	Archaea	Bathyarchaeota	uncultured archaeon	NA	NA	NA	NA
GU001898.1.1389	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas shengliensis
GU001907.1.1468	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas salina
GU003994.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	uncultured bacterium
GU056051.1.1524	Bacteria	Gemmatimonadetes	PAUC43f marine benthic group	uncultured bacterium	NA	NA	NA
GU056079.1.1478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus	uncultured bacterium
GU059908.1.1466	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter sp. EMB8
GU061039.1.1385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	uncultured alpha proteobacterium
GU061043.1.1382	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	uncultured alpha proteobacterium
GU061052.1.1400	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	uncultured Bacteroidetes bacterium
GU061061.1.1383	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	uncultured alpha proteobacterium
GU061065.1.1386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured alpha proteobacterium
GU061077.1.1363	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured alpha proteobacterium
GU061079.1.1378	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	uncultured alpha proteobacterium
GU061081.1.1385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured alpha proteobacterium
GU061098.1.1385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured gamma proteobacterium
GU061105.1.1375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured alpha proteobacterium
GU061156.1.1318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	alpha proteobacterium SF22
GU061158.1.1358	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter 1	Bacteroidetes bacterium SF1
GU061176.1.1434	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured gamma proteobacterium	NA	NA
GU061194.1.1459	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	uncultured gamma proteobacterium	NA	NA
GU061206.1.1387	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	uncultured delta proteobacterium
GU061212.1.1413	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	uncultured Bacteroidetes bacterium
GU061220.1.1395	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured	uncultured delta proteobacterium
