OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
EF218994.1.1387	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured	uncultured bacterium
EF219000.1.1396	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maritimimonas	uncultured bacterium
EF219005.1.1416	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	uncultured	uncultured bacterium
EF219031.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	uncultured	uncultured bacterium
EF363042.1.1482	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	uncultured bacterium
EF363045.1.1482	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	uncultured bacterium
EF363047.1.1480	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	uncultured bacterium
EF367448.1.914	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
EF367583.1.914	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
EF379433.1.1529	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43 clade	uncultured bacterium
EF379619.1.1508	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Litoribacillus	uncultured bacterium
EF379643.1.1507	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	uncultured bacterium	NA
EF379714.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	uncultured bacterium
EF379734.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	uncultured bacterium
EF399641.1.1478	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII UCG-001	uncultured bacterium
EF402001.1.1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured bacterium
EF414499.1.912	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured crenarchaeote
EF419361.1.1423	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	uncultured Eubacteriaceae bacterium
EF420190.1.900	Archaea	Thaumarchaeota	Group C3	uncultured crenarchaeote	NA	NA	NA
EF434324.1.1358	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured Bacteroidales bacterium
EF441885.1.1322	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	uncultured alpha proteobacterium
EF441905.1.1431	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	uncultured gamma proteobacterium
EF441906.1.1366	Bacteria	Gracilibacteria	uncultured Microgenomates group bacterium	NA	NA	NA	NA
EF441952.1.1343	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	uncultured alpha proteobacterium
EF442981.1.1491	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfocella	Desulfocella sp. DSM 2056
EF442984.1.1367	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoconvexum	Desulfoconvexum algidum
EF444614.1.1136	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	NA	NA	NA	NA
EF444617.1.1254	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	NA	NA	NA	NA
EF444621.1.1188	Archaea	Diapherotrites	Diapherotrites Incertae Sedis	Unknown Order	Unknown Family	Candidatus Iainarchaeum	uncultured archaeon
EF444623.1.1161	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	NA	NA	NA	NA
EF444641.1.1243	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	NA	NA	NA	NA
EF444656.1.1280	Archaea	Woesearchaeota (DHVEG-6)	uncultured archaeon	NA	NA	NA	NA
EF444675.1.1245	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
EF446896.1.1420	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Enterobacter sp. Philippines-An1
EF451042.1.1496	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aeris
EF466116.1.1464	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. MSL 12
EF471462.1.1454	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured Bacteroidetes bacterium
EF471464.1.1524	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	H16	uncultured delta proteobacterium
EF471466.1.1495	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured Bacteroidetes bacterium
EF471467.1.1494	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	uncultured gamma proteobacterium
EF471571.1.1587	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured	uncultured gamma proteobacterium
EF471578.1.1503	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured Bacteroidetes bacterium	NA
EF471584.1.1482	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	uncultured	uncultured Bacteroidetes bacterium
EF471587.1.1485	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured Bacteroidetes bacterium
EF471637.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	EV818SWSAP88	uncultured gamma proteobacterium	NA
EF471639.1.1475	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
EF471665.1.1421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	uncultured alpha proteobacterium
EF471702.1.1458	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured alpha proteobacterium	NA
EF471705.1.1466	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured alpha proteobacterium
EF495227.1.1484	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella antarctica
EF508371.19577.21067	Bacteria	Cyanobacteria	Chloroplast	Rhodomonas salina	NA	NA	NA
EF509212.1.1332	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured bacterium
EF509349.1.1494	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	uncultured bacterium
EF510051.1.1401	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured bacterium
EF511528.1.1486	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	uncultured bacterium
EF515687.1.1236	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
EF515707.1.1392	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	uncultured bacterium
EF515971.1.1457	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	uncultured bacterium
EF516017.1.1449	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	uncultured bacterium
EF516119.1.1468	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
EF516391.1.1414	Bacteria	Proteobacteria	Betaproteobacteria	SC-I-84	uncultured bacterium	NA	NA
EF516422.1.1450	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	uncultured bacterium
EF516583.1.1441	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales Incertae Sedis	Candidatus Microthrix	uncultured bacterium
EF516682.1.1458	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured bacterium	NA
EF516881.1.1442	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured bacterium
EF520360.1.1445	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured actinobacterium	NA
EF520407.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured alpha proteobacterium
EF520412.1.1385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	alphaI cluster	uncultured alpha proteobacterium	NA
EF520416.1.1419	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured alpha proteobacterium	NA
EF520420.1.1302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus	uncultured alpha proteobacterium
EF520429.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	uncultured alpha proteobacterium
EF520512.1.1455	Bacteria	Cyanobacteria	Chloroplast	uncultured cyanobacterium	NA	NA	NA
EF520514.1.1431	Bacteria	Cyanobacteria	Chloroplast	uncultured cyanobacterium	NA	NA	NA
EF520516.1.1247	Bacteria	Cyanobacteria	Chloroplast	uncultured cyanobacterium	NA	NA	NA
EF520519.1.1449	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	uncultured cyanobacterium
EF520551.1.1440	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured Flavobacteriia bacterium
EF520560.1.1505	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured gamma proteobacterium
EF520620.1.1530	Bacteria	Verrucomicrobia	MSBL3	uncultured bacterium	NA	NA	NA
EF522129.1.1527	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria rosea
EF522323.1.1311	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Trichormus	uncultured cyanobacterium
EF540383.1.1390	Bacteria	Saccharibacteria	uncultured soil bacterium	NA	NA	NA	NA
EF540385.1.1481	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	uncultured soil bacterium	NA	NA	NA
EF554365.1.1468	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Antarcticimonas	Antarcticimonas flava
EF554911.1.1528	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	Alteromonadales bacterium G-He12
EF554921.1.1528	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. G-R2A19
EF562063.1.1490	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	uncultured Rhodocyclales bacterium
EF562569.1.1486	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	uncultured	uncultured beta proteobacterium
EF571926.1.1454	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 4	uncultured bacterium	NA
EF571965.1.1491	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF571973.1.1459	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF571980.1.1469	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
EF571994.1.1490	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
EF572059.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF572060.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	Candidatus Puniceispirillum	uncultured bacterium
EF572097.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF572101.1.1517	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF572115.1.1491	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
EF572123.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
EF572127.1.1520	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
EF572131.1.1247	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF572151.1.1467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	uncultured bacterium	NA
EF572217.1.1486	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF572256.1.1435	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 2	uncultured bacterium	NA
EF572280.1.1488	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
EF572288.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	uncultured bacterium	NA	NA
EF572378.1.1516	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured	uncultured bacterium
EF572383.1.1474	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	uncultured bacterium
EF572392.1.1458	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	PS1 clade	uncultured bacterium	NA
EF572435.1.1502	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	uncultured bacterium
EF572441.1.1458	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	PS1 clade	uncultured bacterium	NA
EF572465.1.1526	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF572471.1.1459	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169 marine group	uncultured bacterium
EF572504.1.1492	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
EF572525.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF572586.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	PS1 clade	uncultured bacterium	NA
EF572587.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
EF572648.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 4	uncultured bacterium	NA
EF572678.1.1439	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
EF572712.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF572713.1.1524	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF572735.1.1462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
EF572745.1.1469	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	uncultured bacterium	NA
EF572756.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF572861.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	HTA4	uncultured bacterium	NA	NA
EF572866.1.1525	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF572884.1.1518	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182 clade	uncultured bacterium	NA
EF572988.1.1441	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	uncultured bacterium	NA	NA
EF573011.1.1496	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum	uncultured bacterium
EF573025.1.1502	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	uncultured bacterium
EF573065.1.1441	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
EF573081.1.1493	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum	uncultured bacterium
EF573116.1.1482	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
EF573119.1.1489	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7 marine group	uncultured bacterium	NA
EF573121.1.1476	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
EF573122.1.1485	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum	uncultured bacterium
EF573180.1.1462	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	uncultured bacterium
EF573197.1.1498	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
EF573246.1.1460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
EF573252.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
EF573332.1.1428	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
EF573353.1.1459	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF573357.1.1454	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	uncultured bacterium
EF573375.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	uncultured bacterium	NA	NA
EF573530.1.1489	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured bacterium	NA
EF573566.1.1536	Bacteria	Verrucomicrobia	R76-B128	uncultured bacterium	NA	NA	NA
EF573580.1.1524	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF573664.1.1475	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	NA	NA
EF573677.1.1466	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
EF573683.1.1453	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
EF573689.1.1488	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
EF573693.1.1450	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF573707.1.1499	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	uncultured bacterium
EF573721.1.1479	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF573725.1.1510	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF573743.1.1511	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	uncultured bacterium
EF573752.1.1474	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	NA	NA
EF573760.1.1500	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira	uncultured bacterium
EF573781.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF573782.1.1509	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF573811.1.1477	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
EF573851.1.1447	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF573862.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182 clade	uncultured bacterium	NA
EF573867.1.1520	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	marine group	uncultured bacterium
EF573876.1.1512	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	NA
EF573892.1.1515	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF573901.1.1506	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	uncultured bacterium	NA	NA
EF573942.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF573946.1.1467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	uncultured bacterium	NA
EF573958.1.1532	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF573979.1.1443	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
EF573992.1.1439	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
EF574008.1.1447	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574009.1.1228	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574040.1.1487	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
EF574067.1.1441	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	uncultured bacterium	NA
EF574119.1.1500	Bacteria	Marinimicrobia (SAR406 clade)	uncultured bacterium	NA	NA	NA	NA
EF574124.1.1533	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574125.1.1485	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	uncultured bacterium
EF574147.1.1505	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	uncultured	uncultured bacterium
EF574163.1.1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF574179.1.1477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
EF574193.1.1492	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira	uncultured bacterium
EF574195.1.1480	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured bacterium
EF574201.1.1462	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
EF574227.1.1455	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	uncultured bacterium
EF574241.1.1490	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
EF574264.1.1492	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanobacter	uncultured bacterium
EF574272.1.1491	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574288.1.1436	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574299.1.1453	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574338.1.1449	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	uncultured bacterium
EF574345.1.1539	Bacteria	Verrucomicrobia	R76-B128	uncultured bacterium	NA	NA	NA
EF574353.1.1482	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
EF574358.1.1447	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574362.1.1473	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116 clade	uncultured bacterium	NA
EF574374.1.1463	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
EF574402.1.1517	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured	uncultured bacterium
EF574436.1.1467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	uncultured bacterium
EF574438.1.1503	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574484.1.1444	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574485.1.1504	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	NA
EF574498.1.1440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
EF574507.1.1482	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9 marine group	uncultured bacterium	NA
EF574515.1.1503	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574522.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574532.1.1489	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574556.1.1507	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574575.1.1450	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
EF574594.1.1514	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
EF574610.1.1506	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	uncultured bacterium	NA	NA
EF574619.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
EF574626.1.1492	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	uncultured bacterium
EF574651.1.1468	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	uncultured bacterium	NA
EF574652.1.1507	Bacteria	Verrucomicrobia	Opitutae	MB11C04 marine group	uncultured bacterium	NA	NA
